organization/TMC,Dataset ID,Donor ID,Organ ID,Direct Ancestor Tissue Sample ID,Dataset Name (optional),Organ/Tissue,Assay,Data Modality,Pipeline processed? (Blood / Ruffalo),TMC/RTI/TTD vs. HIVE processed?  (Blood / Ruffalo),Human Curated? (Briggs),TMC signed off on dataset,Donor metadata received,Donor metadata ingested? (Silverstein),Contains ID-able seq data (Brusko),Reference IRB,IRB data classification,File types included,"Size of data set (i.e. cells, or other relevant proxy)",Instrument name,Instrument model,Application software name,Application software version,globusUrl,localPath,createdBy,creationDate,Flow cell,Sequencing Library pool concentration,PhiX%,Sequencing read format,Paired/Single End,Sequencing Chemistry,reference genome,Preprocessing pipeline,# Cells returned post sequencing,% reads in cells,mean reads/cell,median genes/cell,Sample Index well ID,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-40,VAN0009-LK-102-40,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-40,VAN0009-LK-102-40,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-40,VAN0009-LK-102-40,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-41,VAN0009-LK-102-41,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-41,VAN0009-LK-102-41,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-155-10,VAN0010-LK-155-10,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-155-10,VAN0010-LK-155-10,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-155-10,VAN0010-LK-155-10,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-155-10,VAN0010-LK-155-10,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-155-11,VAN0010-LK-155-11,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-155-11,VAN0010-LK-155-11,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-10,VAN0011-RK-3-10,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-10,VAN0011-RK-3-10,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-10,VAN0011-RK-3-10,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-10,VAN0011-RK-3-10,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-11,VAN0011-RK-3-11,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-11,VAN0011-RK-3-11,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0012,VAN0012-RK,VAN0012-RK-103-75,VAN0012-RK-103-75,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0012,VAN0012-RK,VAN0012-RK-103-75,VAN0012-RK-103-75,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0012,VAN0012-RK,VAN0012-RK-103-75,VAN0012-RK-103-75,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0012,VAN0012-RK,VAN0012-RK-103-75,VAN0012-RK-103-75,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0012,VAN0012-RK,VAN0012-RK-103-76,VAN0012-RK-103-76,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0012,VAN0012-RK,VAN0012-RK-103-76,VAN0012-RK-103-76,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0013,VAN0013-LK,VAN0013-LK-202-96,VAN0013-LK-202-96,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0013,VAN0013-LK,VAN0013-LK-202-96,VAN0013-LK-202-96,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0013,VAN0013-LK,VAN0013-LK-202-96,VAN0013-LK-202-96,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0013,VAN0013-LK,VAN0013-LK-202-96,VAN0013-LK-202-96,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0013,VAN0013-LK,VAN0013-LK-202-97,VAN0013-LK-202-97,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0013,VAN0013-LK,VAN0013-LK-202-97,VAN0013-LK-202-97,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0014,VAN0014-LK,VAN0014-LK-203-108,VAN0014-LK-203-108,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0014,VAN0014-LK,VAN0014-LK-203-108,VAN0014-LK-203-108,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0014,VAN0014-LK,VAN0014-LK-203-108,VAN0014-LK-203-108,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0014,VAN0014-LK,VAN0014-LK-203-108,VAN0014-LK-203-108,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0014,VAN0014-LK,VAN0014-LK-203-109,VAN0014-LK-203-109,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0014,VAN0014-LK,VAN0014-LK-203-109,VAN0014-LK-203-109,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0016,VAN0016-LK,VAN0016-LK-202-89,VAN0016-LK-202-89,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0016,VAN0016-LK,VAN0016-LK-202-89,VAN0016-LK-202-89,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0016,VAN0016-LK,VAN0016-LK-202-89,VAN0016-LK-202-89,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0016,VAN0016-LK,VAN0016-LK-202-89,VAN0016-LK-202-89,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0016,VAN0016-LK,VAN0016-LK-202-90,VAN0016-LK-202-90,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0016,VAN0016-LK,VAN0016-LK-202-90,VAN0016-LK-202-90,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0019,VAN0019-LK,VAN0019-LK-2-1_5,VAN0019-LK-2-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~2,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0020,VAN0020-RK,VAN0020-RK-4-1_5,VAN0020-RK-4-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~2,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0021,VAN0021-LK,VAN0021-LK-3-1_5,VAN0021-LK-3-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~1,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0021,VAN0021-LK,VAN0021-LK-4-1_5,VAN0021-LK-4-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw",~800 proteins,Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0022,VAN0022-RK,VAN0022-RK-2-1_5,VAN0022-RK-2-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~2,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0023,VAN0023-LK,VAN0023-LK-1-1_5,VAN0023-LK-1-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~2,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0024,VAN0024-LK,VAN0024-LK-1-1_5,VAN0024-LK-1-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0025,VAN0025-LK,VAN0025-LK-3-1_5,VAN0025-LK-3-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~2,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0027,VAN0027-RK,VAN0027-RK-1-1_5,VAN0027-RK-1-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0027,VAN0027-RK,VAN0027-RK-4-1_5,VAN0027-RK-4-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0028,VAN0028-LK,VAN0028-LK-1-11_15,VAN0028-LK-1-11_15,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0029,VAN0029-RK,VAN0029-RK-1-26_30,VAN0029-RK-1-26_30,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
